transect_id,group_id,TransOrder,azimuth_deg,shoreline_count,shoreline_change_envelope_m,net_shoreline_movement_m,endpoint_rate_myr,endpoint_rate_unc_myr,linear_regression_rate_myr,linear_regression_r2,linear_regression_ci95_myr,weighted_linear_regression_rate_myr,weighted_regression_r2,weighted_regression_ci95_myr
792,0,792,111.06,17,65.88,-56.31,-1.37,0.03,-1.09,0.47,0.63,-1.09,0.47,0.63
817,0,817,128.97,18,88.38,-57.79,-1.41,0.03,-1.83,0.73,0.59,-1.83,0.73,0.59
818,0,818,127.25,18,80.25,-45.04,-1.1,0.03,-1.4,0.46,0.81,-1.4,0.46,0.81
819,0,819,125.1,18,70.58,-23.65,-0.58,0.03,-1.13,0.48,0.63,-1.13,0.48,0.63
820,0,820,122.82,18,61.18,-12.99,-0.32,0.03,-0.55,0.17,0.64,-0.55,0.17,0.64
821,0,821,121.55,18,75.78,-38.15,-0.93,0.03,-1.19,0.63,0.48,-1.19,0.63,0.48
822,0,822,120.75,18,91.21,-38.32,-0.93,0.03,-1.68,0.58,0.76,-1.68,0.58,0.76
823,0,823,121.86,18,70.38,-6.88,-0.17,0.03,-0.91,0.31,0.73,-0.91,0.31,0.73
824,0,824,123.59,18,82.04,-19.55,-0.48,0.03,-1.39,0.58,0.62,-1.39,0.58,0.62
825,0,825,126.81,18,101.65,-84.33,-2.06,0.03,-1.92,0.67,0.72,-1.92,0.67,0.72
826,0,826,127.43,18,204.54,-172.33,-4.2,0.03,-2.59,0.39,1.72,-2.59,0.39,1.72
827,0,827,128.0,18,132.19,-80.34,-1.96,0.03,-1.68,0.45,0.98,-1.68,0.45,0.98
828,0,828,128.67,18,79.12,-61.2,-1.49,0.03,-1.54,0.71,0.53,-1.54,0.71,0.53
829,0,829,130.86,18,68.66,-50.69,-1.24,0.03,-1.37,0.67,0.51,-1.37,0.67,0.51
830,0,830,133.04,18,84.34,-47.23,-1.15,0.03,-1.65,0.67,0.61,-1.65,0.67,0.61
831,0,831,134.83,18,83.91,-53.3,-1.3,0.03,-1.7,0.66,0.65,-1.7,0.66,0.65
832,0,832,137.22,18,91.76,-45.14,-1.1,0.03,-1.5,0.58,0.68,-1.5,0.58,0.68
833,0,833,140.75,18,120.5,-86.71,-2.11,0.03,-2.41,0.78,0.68,-2.41,0.78,0.68
834,0,834,143.09,18,87.58,-46.62,-1.14,0.03,-1.33,0.54,0.65,-1.33,0.54,0.65
835,0,835,144.41,18,86.62,-77.52,-1.89,0.03,-1.72,0.84,0.41,-1.72,0.84,0.41
836,0,836,146.81,18,65.97,-49.5,-1.21,0.03,-1.36,0.85,0.31,-1.36,0.85,0.31
837,0,837,146.35,18,66.0,-49.85,-1.22,0.03,-1.37,0.85,0.31,-1.37,0.85,0.31
838,0,838,143.65,18,67.47,-13.43,-0.33,0.03,-1.23,0.51,0.64,-1.23,0.51,0.64
839,0,839,141.85,18,61.34,-41.38,-1.01,0.03,-1.21,0.62,0.5,-1.21,0.62,0.5
840,0,840,142.06,18,62.49,-37.44,-0.91,0.03,-1.01,0.51,0.52,-1.01,0.51,0.52
889,0,889,106.59,18,84.02,38.4,0.94,0.03,0.61,0.07,1.15,0.61,0.07,1.15
890,0,890,106.28,18,57.22,22.16,0.54,0.03,-0.13,0.01,0.82,-0.13,0.01,0.82
891,0,891,107.12,18,62.51,38.88,0.95,0.03,0.23,0.02,0.78,0.23,0.02,0.78
892,0,892,107.19,18,64.67,-22.6,-0.55,0.03,-0.81,0.28,0.68,-0.81,0.28,0.68
893,0,893,106.98,18,70.89,-25.04,-0.61,0.03,-1.01,0.37,0.69,-1.01,0.37,0.69
894,0,894,106.49,18,70.32,-23.79,-0.58,0.03,-0.97,0.43,0.59,-0.97,0.43,0.59
895,0,895,105.63,18,72.39,-28.91,-0.7,0.03,-1.03,0.41,0.65,-1.03,0.41,0.65
896,0,896,106.2,18,88.12,-52.07,-1.27,0.03,-1.55,0.56,0.73,-1.55,0.56,0.73
897,0,897,107.04,18,93.17,-69.82,-1.7,0.03,-1.92,0.66,0.73,-1.92,0.66,0.73
898,0,898,107.03,18,90.04,-66.44,-1.62,0.03,-1.9,0.71,0.64,-1.9,0.71,0.64
899,0,899,106.13,18,87.42,-61.45,-1.5,0.03,-1.72,0.69,0.61,-1.72,0.69,0.61
900,0,900,103.89,18,83.92,-55.76,-1.36,0.03,-1.52,0.6,0.66,-1.52,0.6,0.66
901,0,901,101.12,18,51.53,-28.56,-0.7,0.03,-0.85,0.38,0.57,-0.85,0.38,0.57
902,0,902,99.18,18,50.86,-30.98,-0.76,0.03,-0.82,0.39,0.54,-0.82,0.39,0.54
903,0,903,97.45,18,56.0,-5.94,-0.14,0.03,-0.51,0.22,0.51,-0.51,0.22,0.51
904,0,904,95.47,18,60.73,-32.35,-0.79,0.03,-1.04,0.55,0.5,-1.04,0.55,0.5
905,0,905,94.12,18,64.25,-32.55,-0.79,0.03,-1.12,0.52,0.57,-1.12,0.52,0.57
906,0,906,95.41,18,62.73,-35.41,-0.86,0.03,-1.1,0.51,0.57,-1.1,0.51,0.57
907,0,907,97.52,18,69.21,-41.8,-1.02,0.03,-1.27,0.62,0.53,-1.27,0.62,0.53
908,0,908,98.79,18,75.59,-33.52,-0.82,0.03,-1.28,0.58,0.57,-1.28,0.58,0.57
909,0,909,99.57,18,81.97,-42.51,-1.04,0.03,-1.54,0.6,0.66,-1.54,0.6,0.66
910,0,910,101.3,18,83.27,-58.15,-1.42,0.03,-1.74,0.7,0.6,-1.74,0.7,0.6
911,0,911,103.57,18,92.49,-65.8,-1.6,0.03,-1.92,0.81,0.49,-1.92,0.81,0.49
912,0,912,104.47,18,80.6,-66.86,-1.63,0.03,-1.82,0.76,0.54,-1.82,0.76,0.54
937,0,937,89.83,18,73.83,-35.43,-0.86,0.03,-1.2,0.49,0.65,-1.2,0.49,0.65
938,0,938,90.29,18,73.3,-43.6,-1.06,0.03,-1.44,0.59,0.64,-1.44,0.59,0.64
939,0,939,91.35,18,72.79,-56.61,-1.38,0.03,-1.56,0.58,0.7,-1.56,0.58,0.7
940,0,940,93.41,18,73.14,-39.62,-0.97,0.03,-1.13,0.42,0.71,-1.13,0.42,0.71
941,0,941,94.73,18,71.7,-31.52,-0.77,0.03,-1.06,0.42,0.66,-1.06,0.42,0.66
942,0,942,96.56,18,68.65,-36.5,-0.89,0.03,-1.29,0.51,0.66,-1.29,0.51,0.66
943,0,943,100.16,18,56.03,-35.06,-0.85,0.03,-0.93,0.57,0.43,-0.93,0.57,0.43
944,0,944,104.03,18,64.75,-30.29,-0.74,0.03,-1.23,0.64,0.49,-1.23,0.64,0.49
945,0,945,107.84,18,47.93,-20.74,-0.51,0.03,-0.64,0.38,0.44,-0.64,0.38,0.44
946,0,946,111.64,18,33.42,-10.35,-0.25,0.03,-0.42,0.31,0.33,-0.42,0.31,0.33
947,0,947,113.66,18,47.59,-6.36,-0.16,0.03,-0.57,0.33,0.43,-0.57,0.33,0.43
948,0,948,115.45,18,54.65,21.1,0.51,0.03,0.26,0.03,0.79,0.26,0.03,0.79
949,0,949,117.3,18,80.01,-66.97,-1.63,0.03,-1.67,0.72,0.55,-1.67,0.72,0.55
950,0,950,118.66,18,91.38,-64.44,-1.57,0.03,-2.27,0.78,0.64,-2.27,0.78,0.64
951,0,951,119.95,18,71.88,-37.62,-0.92,0.03,-1.14,0.43,0.7,-1.14,0.43,0.7
952,0,952,120.94,18,92.04,-13.19,-0.32,0.03,-1.03,0.18,1.16,-1.03,0.18,1.16
953,0,953,121.28,18,83.24,-42.2,-1.03,0.03,-1.43,0.42,0.88,-1.43,0.42,0.88
954,0,954,121.31,18,67.75,-45.31,-1.1,0.03,-1.16,0.41,0.74,-1.16,0.41,0.74
955,0,955,120.99,18,71.92,-48.43,-1.18,0.03,-1.4,0.56,0.65,-1.4,0.56,0.65
956,0,956,120.5,18,91.6,-80.9,-1.97,0.03,-2.01,0.6,0.86,-2.01,0.6,0.86
957,0,957,120.0,18,95.32,-69.48,-1.69,0.03,-1.66,0.43,1.01,-1.66,0.43,1.01
958,0,958,119.55,18,85.7,-71.35,-1.74,0.03,-1.79,0.75,0.54,-1.79,0.75,0.54
959,0,959,117.26,18,80.47,-59.46,-1.45,0.03,-1.45,0.6,0.62,-1.45,0.6,0.62
960,0,960,112.42,18,80.41,-45.5,-1.11,0.03,-1.62,0.71,0.54,-1.62,0.71,0.54
985,0,985,65.4,18,47.99,-37.41,-0.91,0.03,-0.72,0.32,0.56,-0.72,0.32,0.56
986,0,986,65.42,18,52.07,-33.55,-0.82,0.03,-0.73,0.4,0.48,-0.73,0.4,0.48
987,0,987,65.3,18,55.63,-31.43,-0.77,0.03,-0.69,0.33,0.52,-0.69,0.33,0.52
988,0,988,65.16,18,52.57,-29.72,-0.72,0.03,-0.72,0.39,0.47,-0.72,0.39,0.47
989,0,989,65.01,18,51.83,-27.12,-0.66,0.03,-0.62,0.35,0.44,-0.62,0.35,0.44
990,0,990,64.67,18,48.37,-33.85,-0.83,0.03,-0.85,0.55,0.41,-0.85,0.55,0.41
991,0,991,64.6,18,40.15,-28.58,-0.7,0.03,-0.8,0.58,0.36,-0.8,0.58,0.36
992,0,992,64.53,18,39.15,-29.97,-0.73,0.03,-0.91,0.69,0.32,-0.91,0.69,0.32
993,0,993,64.46,18,43.08,-35.28,-0.86,0.03,-1.09,0.81,0.28,-1.09,0.81,0.28
994,0,994,64.31,18,37.95,-23.75,-0.58,0.03,-0.62,0.49,0.33,-0.62,0.49,0.33
995,0,995,64.17,18,48.24,-15.35,-0.37,0.03,-0.36,0.17,0.42,-0.36,0.17,0.42
996,0,996,64.02,18,39.0,-9.11,-0.22,0.03,-0.17,0.05,0.39,-0.17,0.05,0.39
997,0,997,63.89,18,42.07,-12.24,-0.3,0.03,-0.15,0.02,0.5,-0.15,0.02,0.5
998,0,998,63.99,18,48.51,-19.1,-0.47,0.03,-0.38,0.11,0.57,-0.38,0.11,0.57
999,0,999,64.08,18,47.72,-29.29,-0.71,0.03,-0.64,0.31,0.51,-0.64,0.31,0.51
1000,0,1000,64.12,18,47.86,-31.78,-0.77,0.03,-0.68,0.33,0.51,-0.68,0.33,0.51
1001,0,1001,64.11,18,40.37,-20.41,-0.5,0.03,-0.53,0.27,0.46,-0.53,0.27,0.46
1002,0,1002,64.1,18,44.43,-25.9,-0.63,0.03,-0.59,0.41,0.38,-0.59,0.41,0.38
1003,0,1003,64.09,18,40.72,-19.7,-0.48,0.03,-0.56,0.52,0.29,-0.56,0.52,0.29
1004,0,1004,64.08,18,51.9,-28.26,-0.69,0.03,-0.63,0.43,0.39,-0.63,0.43,0.39
1005,0,1005,64.07,18,62.89,-40.99,-1.0,0.03,-0.95,0.48,0.52,-0.95,0.48,0.52
1006,0,1006,64.0,18,68.49,-35.67,-0.87,0.03,-0.65,0.22,0.65,-0.65,0.22,0.65
1007,0,1007,63.83,18,53.84,-24.31,-0.59,0.03,-0.63,0.21,0.64,-0.63,0.21,0.64
1008,0,1008,63.66,18,72.29,-43.68,-1.06,0.03,-0.97,0.29,0.8,-0.97,0.29,0.8
1009,0,1009,63.48,18,65.2,-47.58,-1.16,0.03,-0.87,0.29,0.72,-0.87,0.29,0.72
1010,0,1010,62.99,18,51.72,-45.22,-1.1,0.03,-0.87,0.36,0.62,-0.87,0.36,0.62
1011,0,1011,62.85,18,53.68,-45.07,-1.1,0.03,-0.88,0.4,0.57,-0.88,0.4,0.57
1012,0,1012,62.86,18,77.29,-44.91,-1.09,0.03,-1.04,0.44,0.63,-1.04,0.44,0.63
1013,0,1013,62.85,18,53.88,-44.75,-1.09,0.03,-1.04,0.65,0.4,-1.04,0.65,0.4
1014,0,1014,62.8,18,53.88,-43.3,-1.06,0.03,-0.95,0.59,0.42,-0.95,0.59,0.42
1015,0,1015,62.75,18,53.89,-41.85,-1.02,0.03,-1.06,0.57,0.49,-1.06,0.57,0.49
1016,0,1016,62.71,18,80.01,-44.32,-1.08,0.03,-1.14,0.4,0.73,-1.14,0.4,0.73
1017,0,1017,62.76,18,64.87,-53.63,-1.31,0.03,-1.37,0.56,0.65,-1.37,0.56,0.65
1018,0,1018,62.76,18,86.85,-47.69,-1.16,0.03,-1.16,0.37,0.8,-1.16,0.37,0.8
1019,0,1019,62.78,18,72.75,-45.62,-1.11,0.03,-1.17,0.44,0.7,-1.17,0.44,0.7
1020,0,1020,62.81,18,57.74,-40.91,-1.0,0.03,-1.06,0.49,0.57,-1.06,0.49,0.57
1021,0,1021,62.83,18,45.71,-34.22,-0.83,0.03,-0.81,0.5,0.43,-0.81,0.5,0.43
1022,0,1022,62.86,18,61.8,-30.33,-0.74,0.03,-0.55,0.19,0.59,-0.55,0.19,0.59
1023,0,1023,62.71,18,60.28,-39.25,-0.96,0.03,-1.19,0.48,0.66,-1.19,0.48,0.66
1024,0,1024,62.57,18,54.43,-35.09,-0.86,0.03,-1.01,0.47,0.57,-1.01,0.47,0.57
1025,0,1025,62.49,18,52.5,-30.93,-0.75,0.03,-0.97,0.5,0.52,-0.97,0.5,0.52
1026,0,1026,62.46,18,59.72,-37.79,-0.92,0.03,-1.07,0.54,0.52,-1.07,0.54,0.52
1027,0,1027,62.7,18,52.52,-34.79,-0.85,0.03,-0.91,0.52,0.47,-0.91,0.52,0.47
1028,0,1028,62.94,18,50.09,-32.83,-0.8,0.03,-1.01,0.49,0.55,-1.01,0.49,0.55
1029,0,1029,63.17,18,50.38,-34.45,-0.84,0.03,-0.78,0.37,0.53,-0.78,0.37,0.53
1030,0,1030,63.41,18,49.08,-30.55,-0.74,0.03,-0.91,0.37,0.63,-0.91,0.37,0.63
1031,0,1031,63.83,18,52.15,-29.38,-0.72,0.03,-0.85,0.31,0.67,-0.85,0.31,0.67
1032,0,1032,64.36,18,51.2,-28.87,-0.7,0.03,-0.84,0.32,0.65,-0.84,0.32,0.65
1057,0,1057,71.01,18,44.44,-17.52,-0.43,0.03,-0.2,0.05,0.47,-0.2,0.05,0.47
1058,0,1058,71.14,18,39.87,-16.25,-0.4,0.03,-0.21,0.06,0.42,-0.21,0.06,0.42
1059,0,1059,71.25,18,37.72,-15.66,-0.38,0.03,-0.26,0.12,0.37,-0.26,0.12,0.37
1060,0,1060,71.36,18,35.58,-9.8,-0.24,0.03,-0.17,0.06,0.36,-0.17,0.06,0.36
1061,0,1061,71.41,18,35.1,-3.1,-0.08,0.03,-0.02,0.0,0.39,-0.02,0.0,0.39
1062,0,1062,71.43,18,38.66,-4.6,-0.11,0.03,0.0,0.0,0.37,0.0,0.0,0.37
1063,0,1063,71.44,18,39.2,-4.05,-0.1,0.03,0.05,0.01,0.36,0.05,0.01,0.36
1064,0,1064,71.46,18,37.16,-3.5,-0.09,0.03,0.1,0.02,0.37,0.1,0.02,0.37
1065,0,1065,71.48,18,35.42,-2.84,-0.07,0.03,0.14,0.03,0.41,0.14,0.03,0.41
1066,0,1066,71.5,18,36.76,-17.95,-0.44,0.03,-0.26,0.09,0.43,-0.26,0.09,0.43
1067,0,1067,71.51,18,35.98,-26.52,-0.65,0.03,-0.51,0.36,0.36,-0.51,0.36,0.36
1068,0,1068,71.46,18,28.99,-17.75,-0.43,0.03,-0.32,0.23,0.31,-0.32,0.23,0.31
1069,0,1069,71.37,18,37.7,-27.6,-0.67,0.03,-0.57,0.35,0.41,-0.57,0.35,0.41
1070,0,1070,71.27,18,33.45,-19.19,-0.47,0.03,-0.41,0.22,0.41,-0.41,0.22,0.41
1071,0,1071,71.18,18,35.69,-24.02,-0.59,0.03,-0.48,0.26,0.42,-0.48,0.26,0.42
1072,0,1072,71.08,18,49.08,-38.15,-0.93,0.03,-0.68,0.35,0.49,-0.68,0.35,0.49
1073,0,1073,70.99,18,53.6,-43.14,-1.05,0.03,-0.8,0.38,0.55,-0.8,0.38,0.55
1074,0,1074,70.87,18,42.91,-34.27,-0.84,0.03,-0.73,0.39,0.48,-0.73,0.39,0.48
1075,0,1075,70.7,18,37.8,-20.81,-0.51,0.03,-0.45,0.24,0.43,-0.45,0.24,0.43
1076,0,1076,70.51,18,38.12,-21.26,-0.52,0.03,-0.45,0.23,0.43,-0.45,0.23,0.43
1077,0,1077,70.31,18,38.89,-27.19,-0.66,0.03,-0.55,0.32,0.43,-0.55,0.32,0.43
1078,0,1078,70.06,18,42.63,-33.79,-0.82,0.03,-0.67,0.41,0.43,-0.67,0.41,0.43
1079,0,1079,69.76,18,42.02,-33.5,-0.82,0.03,-0.69,0.45,0.4,-0.69,0.45,0.4
1080,0,1080,69.46,18,43.7,-29.15,-0.71,0.03,-0.65,0.45,0.38,-0.65,0.45,0.38
1105,0,1105,72.93,18,46.49,2.63,0.06,0.03,-0.21,0.03,0.68,-0.21,0.03,0.68
1106,0,1106,110.09,18,99.05,25.83,0.63,0.03,-0.12,0.0,1.42,-0.12,0.0,1.42
1107,0,1107,126.73,18,196.21,69.51,1.69,0.03,-0.56,0.01,2.85,-0.56,0.01,2.85
1108,0,1108,131.76,18,443.16,295.36,7.2,0.03,5.33,0.36,3.78,5.33,0.36,3.78
1236,0,1236,51.34,18,414.95,184.64,4.5,0.03,3.42,0.16,4.16,3.42,0.16,4.16
1237,0,1237,52.16,18,415.27,165.25,4.03,0.03,-0.16,0.0,5.15,-0.16,0.0,5.15
1238,0,1238,52.83,18,388.02,145.83,3.56,0.03,0.0,0.0,4.75,0.0,0.0,4.75
1239,0,1239,53.55,18,347.71,122.74,2.99,0.03,0.6,0.01,4.22,0.6,0.01,4.22
1240,0,1240,54.37,18,303.43,107.95,2.63,0.03,1.16,0.03,3.61,1.16,0.03,3.61
1241,0,1241,55.19,18,260.84,107.04,2.61,0.03,1.3,0.05,2.97,1.3,0.05,2.97
1242,0,1242,56.01,18,271.51,106.16,2.59,0.03,0.83,0.02,2.84,0.83,0.02,2.84
1243,0,1243,56.83,18,226.66,105.31,2.57,0.03,0.18,0.0,1.99,0.18,0.0,1.99
1244,0,1244,57.65,18,225.89,101.47,2.47,0.03,0.7,0.04,1.85,0.7,0.04,1.85
1245,0,1245,58.56,18,215.96,95.01,2.32,0.03,1.12,0.1,1.83,1.12,0.1,1.83
1246,0,1246,59.46,17,140.34,-59.05,-1.57,0.04,0.68,0.04,1.79,0.68,0.04,1.79
1247,0,1247,60.33,18,175.4,-115.39,-2.81,0.03,0.53,0.02,2.02,0.53,0.02,2.02
1248,0,1248,61.12,18,157.69,-79.7,-1.94,0.03,0.61,0.03,1.94,0.61,0.03,1.94
1249,0,1249,60.68,18,126.78,-47.05,-1.15,0.03,0.01,0.0,1.4,0.01,0.0,1.4
1250,0,1250,60.2,18,110.34,-38.28,-0.93,0.03,-0.52,0.06,1.1,-0.52,0.06,1.1
1251,0,1251,60.17,18,109.65,-20.09,-0.49,0.03,-0.68,0.1,1.06,-0.68,0.1,1.06
1252,0,1252,60.34,18,110.42,-0.15,0.0,0.03,-0.64,0.08,1.14,-0.64,0.08,1.14
1253,0,1253,60.65,18,111.14,-17.26,-0.42,0.03,-0.87,0.16,1.04,-0.87,0.16,1.04
1254,0,1254,61.48,18,115.28,-115.28,-2.81,0.03,-1.72,0.55,0.82,-1.72,0.55,0.82
1255,0,1255,61.95,18,152.88,-152.88,-3.73,0.03,-2.11,0.6,0.91,-2.11,0.6,0.91
1256,0,1256,62.13,17,112.91,-112.91,-3.0,0.04,-1.82,0.58,0.85,-1.82,0.58,0.85
1257,0,1257,62.32,17,116.46,-116.46,-3.09,0.04,-1.9,0.61,0.84,-1.9,0.61,0.84
1258,0,1258,62.41,17,119.43,-119.43,-3.17,0.04,-1.96,0.62,0.84,-1.96,0.62,0.84
1259,0,1259,62.3,17,118.9,-118.9,-3.16,0.04,-2.02,0.64,0.83,-2.02,0.64,0.83
1260,0,1260,62.18,17,116.63,-116.63,-3.1,0.04,-2.12,0.68,0.81,-2.12,0.68,0.81
1261,0,1261,62.07,17,114.37,-114.37,-3.04,0.04,-2.22,0.7,0.79,-2.22,0.7,0.79
1262,0,1262,61.97,18,155.41,-155.41,-3.79,0.03,-2.7,0.75,0.84,-2.7,0.75,0.84
1263,0,1263,62.03,18,150.78,-150.78,-3.68,0.03,-2.76,0.78,0.78,-2.76,0.78,0.78
1264,0,1264,62.08,18,146.16,-146.16,-3.56,0.03,-2.83,0.82,0.71,-2.83,0.82,0.71
1265,0,1265,62.12,18,143.58,-143.58,-3.5,0.03,-2.9,0.84,0.68,-2.9,0.84,0.68
1266,0,1266,62.14,18,141.32,-141.32,-3.45,0.03,-2.98,0.86,0.64,-2.98,0.86,0.64
1267,0,1267,62.16,18,140.89,-140.89,-3.43,0.03,-3.09,0.89,0.58,-3.09,0.89,0.58
1268,0,1268,62.18,18,140.46,-140.46,-3.42,0.03,-3.2,0.91,0.54,-3.2,0.91,0.54
1269,0,1269,62.2,18,140.03,-140.03,-3.41,0.03,-3.31,0.92,0.52,-3.31,0.92,0.52
1270,0,1270,62.23,18,139.6,-139.6,-3.4,0.03,-3.42,0.93,0.5,-3.42,0.93,0.5
1271,0,1271,62.25,18,139.17,-139.17,-3.39,0.03,-3.52,0.93,0.5,-3.52,0.93,0.5
1272,0,1272,62.27,18,138.42,-138.42,-3.37,0.03,-3.61,0.94,0.5,-3.61,0.94,0.5
1273,0,1273,62.29,18,137.58,-137.58,-3.35,0.03,-3.69,0.94,0.52,-3.69,0.94,0.52
1274,0,1274,62.58,18,136.76,-136.76,-3.33,0.03,-3.78,0.94,0.53,-3.78,0.94,0.53
1275,0,1275,64.35,18,136.1,-136.1,-3.32,0.03,-3.9,0.93,0.58,-3.9,0.93,0.58
1276,0,1276,65.7,18,135.47,-135.47,-3.3,0.03,-4.13,0.92,0.65,-4.13,0.92,0.65
1277,0,1277,66.96,18,140.65,-134.9,-3.29,0.03,-4.33,0.9,0.75,-4.33,0.9,0.75
1278,0,1278,67.98,18,149.99,-134.32,-3.27,0.03,-4.49,0.89,0.84,-4.49,0.89,0.84
1279,0,1279,67.95,18,158.81,-134.12,-3.27,0.03,-4.64,0.87,0.94,-4.64,0.87,0.94
1428,0,1428,83.13,18,957.07,-143.25,-3.49,0.03,2.91,0.02,9.71,2.91,0.02,9.71
1429,0,1429,83.75,18,933.6,-84.7,-2.06,0.03,4.01,0.05,9.64,4.01,0.05,9.64
1430,0,1430,84.33,18,258.12,-40.79,-0.99,0.03,2.69,0.29,2.24,2.69,0.29,2.24
1431,0,1431,84.81,18,216.32,-25.68,-0.63,0.03,2.18,0.24,2.04,2.18,0.24,2.04
1432,0,1432,84.67,18,201.36,-1.83,-0.04,0.03,2.35,0.26,2.09,2.35,0.26,2.09
1433,0,1433,83.0,18,249.3,-6.82,-0.17,0.03,2.39,0.21,2.43,2.39,0.21,2.43
1434,0,1434,81.08,18,224.07,-1.02,-0.02,0.03,2.31,0.25,2.13,2.31,0.25,2.13
1435,0,1435,79.16,18,232.84,1.07,0.03,0.03,2.22,0.22,2.2,2.22,0.22,2.2
1436,0,1436,77.23,18,228.19,7.23,0.18,0.03,2.07,0.18,2.34,2.07,0.18,2.34
1437,0,1437,75.33,18,177.94,12.88,0.31,0.03,1.59,0.15,1.98,1.59,0.15,1.98
1438,0,1438,73.15,18,185.79,24.48,0.6,0.03,1.54,0.15,1.95,1.54,0.15,1.95
1439,0,1439,70.76,18,192.67,25.68,0.63,0.03,1.58,0.14,2.08,1.58,0.14,2.08
1440,0,1440,68.99,18,192.38,22.26,0.54,0.03,1.31,0.1,2.11,1.31,0.1,2.11
1441,0,1441,68.01,18,191.42,18.43,0.45,0.03,0.88,0.05,2.11,0.88,0.05,2.11
1442,0,1442,67.48,18,190.91,8.67,0.21,0.03,0.41,0.01,2.18,0.41,0.01,2.18
1443,0,1443,67.01,18,190.34,3.07,0.07,0.03,0.14,0.0,2.24,0.14,0.0,2.24
