transect_id,group_id,TransOrder,azimuth_deg,shoreline_count,shoreline_change_envelope_m,net_shoreline_movement_m,endpoint_rate_myr,endpoint_rate_unc_myr,linear_regression_rate_myr,linear_regression_r2,linear_regression_ci95_myr,weighted_linear_regression_rate_myr,weighted_regression_r2,weighted_regression_ci95_myr
1088,0,1088,67.26,18,49.08,-20.09,-0.49,0.03,-0.6,0.24,0.57,-0.6,0.24,0.57
1089,0,1089,67.49,18,50.98,-21.19,-0.52,0.03,-0.68,0.31,0.54,-0.68,0.31,0.54
1090,0,1090,67.34,18,52.87,-22.28,-0.54,0.03,-0.5,0.2,0.53,-0.5,0.2,0.53
1091,0,1091,66.94,18,54.95,-23.53,-0.57,0.03,-0.65,0.32,0.5,-0.65,0.32,0.5
1092,0,1092,66.59,18,53.9,-22.67,-0.55,0.03,-0.69,0.35,0.5,-0.69,0.35,0.5
1093,0,1093,66.48,18,50.95,-15.8,-0.39,0.03,-0.61,0.3,0.49,-0.61,0.3,0.49
1094,0,1094,66.42,18,51.82,-11.83,-0.29,0.03,-0.58,0.26,0.52,-0.58,0.26,0.52
1095,0,1095,67.01,18,56.83,-21.26,-0.52,0.03,-0.59,0.23,0.56,-0.59,0.23,0.56
1096,0,1096,68.69,18,58.56,-24.1,-0.59,0.03,-0.6,0.21,0.62,-0.6,0.21,0.62
1097,0,1097,70.71,18,54.61,-16.93,-0.41,0.03,-0.59,0.24,0.56,-0.59,0.24,0.56
1098,0,1098,72.68,18,49.18,-12.48,-0.3,0.03,-0.44,0.17,0.51,-0.44,0.17,0.51
1099,0,1099,74.51,18,43.99,-10.68,-0.26,0.03,-0.35,0.14,0.47,-0.35,0.14,0.47
1100,0,1100,73.7,18,43.23,-8.85,-0.22,0.03,-0.37,0.16,0.46,-0.37,0.16,0.46
1101,0,1101,71.43,18,41.37,-7.87,-0.19,0.03,-0.25,0.09,0.41,-0.25,0.09,0.41
1102,0,1102,68.93,18,43.58,-27.01,-0.66,0.03,-0.89,0.52,0.45,-0.89,0.52,0.45
1103,0,1103,69.05,18,37.87,-22.28,-0.54,0.03,-0.7,0.5,0.37,-0.7,0.5,0.37
1104,0,1104,70.73,18,41.26,-9.96,-0.24,0.03,-0.46,0.2,0.49,-0.46,0.2,0.49
1280,0,1280,67.1,18,167.17,-134.85,-3.29,0.03,-4.78,0.86,1.04,-4.78,0.86,1.04
1281,0,1281,65.98,18,175.4,-135.55,-3.3,0.03,-4.92,0.84,1.14,-4.92,0.84,1.14
1406,0,1406,17.66,18,316.43,-191.74,-4.67,0.03,-7.85,0.77,2.29,-7.85,0.77,2.29
1407,0,1407,23.1,18,945.46,-124.8,-3.04,0.03,-14.58,0.34,10.81,-14.58,0.34,10.81
1408,0,1408,29.23,18,921.34,602.44,14.69,0.03,-9.3,0.09,15.57,-9.3,0.09,15.57
1409,0,1409,35.71,18,874.92,546.47,13.32,0.03,-9.18,0.1,14.47,-9.18,0.1,14.47
1410,0,1410,42.09,18,862.06,515.42,12.57,0.03,-4.82,0.03,13.74,-4.82,0.03,13.74
1411,0,1411,48.09,18,839.68,471.52,11.5,0.03,-4.93,0.04,13.29,-4.93,0.04,13.29
1412,0,1412,53.64,18,814.73,420.87,10.26,0.03,-4.99,0.04,12.85,-4.99,0.04,12.85
1413,0,1413,59.05,18,775.33,350.52,8.55,0.03,-1.47,0.01,10.97,-1.47,0.01,10.97
1414,0,1414,64.2,18,801.71,-136.58,-3.33,0.03,-5.6,0.08,10.35,-5.6,0.08,10.35
1415,0,1415,68.18,18,784.53,-171.59,-4.18,0.03,-6.51,0.11,9.97,-6.51,0.11,9.97
1416,0,1416,71.69,18,775.21,-211.89,-5.17,0.03,-7.06,0.13,9.49,-7.06,0.13,9.49
1417,0,1417,74.52,18,766.98,-256.34,-6.25,0.03,-7.55,0.16,9.01,-7.55,0.16,9.01
1418,0,1418,75.75,17,684.63,-78.95,-2.1,0.04,-4.75,0.07,9.78,-4.75,0.07,9.78
1419,0,1419,76.8,17,677.5,-70.58,-1.87,0.04,-2.99,0.03,9.18,-2.99,0.03,9.18
1420,0,1420,77.55,18,734.57,-198.74,-4.85,0.03,-3.12,0.04,8.31,-3.12,0.04,8.31
1421,0,1421,78.72,18,724.2,-157.47,-3.84,0.03,-2.1,0.02,8.47,-2.1,0.02,8.47
1422,0,1422,79.93,18,725.47,-159.2,-3.88,0.03,-0.97,0.0,8.69,-0.97,0.0,8.69
1423,0,1423,81.03,18,761.09,-171.73,-4.19,0.03,-0.08,0.0,8.85,-0.08,0.0,8.85
1424,0,1424,81.65,18,844.37,-187.24,-4.56,0.03,2.11,0.02,8.01,2.11,0.02,8.01
1425,0,1425,81.94,18,882.01,-196.93,-4.8,0.03,2.64,0.02,9.12,2.64,0.02,9.12
1426,0,1426,82.24,18,969.46,-203.26,-4.96,0.03,3.23,0.03,10.2,3.23,0.03,10.2
1427,0,1427,82.59,18,980.29,-201.53,-4.91,0.03,3.86,0.04,10.62,3.86,0.04,10.62
1453,0,1453,58.64,18,75.81,-46.33,-1.13,0.03,-1.27,0.41,0.81,-1.27,0.41,0.81
1454,0,1454,58.06,18,98.07,-83.41,-2.03,0.03,-1.85,0.59,0.82,-1.85,0.59,0.82
1455,0,1455,57.48,18,86.31,-71.58,-1.75,0.03,-1.59,0.59,0.69,-1.59,0.59,0.69
1456,0,1456,56.9,18,61.99,-43.23,-1.05,0.03,-1.02,0.44,0.61,-1.02,0.44,0.61
1457,0,1457,56.32,18,61.65,-35.37,-0.86,0.03,-0.94,0.36,0.67,-0.94,0.36,0.67
1458,0,1458,56.37,18,62.65,-45.87,-1.12,0.03,-1.08,0.43,0.66,-1.08,0.43,0.66
1459,0,1459,56.46,18,64.64,-50.93,-1.24,0.03,-1.12,0.45,0.66,-1.12,0.45,0.66
1460,0,1460,56.56,18,62.13,-51.14,-1.25,0.03,-1.1,0.46,0.63,-1.1,0.46,0.63
1461,0,1461,56.66,18,59.62,-51.95,-1.27,0.03,-1.08,0.46,0.62,-1.08,0.46,0.62
1462,0,1462,56.75,18,59.97,-55.07,-1.34,0.03,-1.11,0.46,0.63,-1.11,0.46,0.63
1463,0,1463,56.85,18,64.61,-59.69,-1.46,0.03,-1.17,0.46,0.67,-1.17,0.46,0.67
1464,0,1464,56.97,18,69.35,-64.31,-1.57,0.03,-1.23,0.45,0.72,-1.23,0.45,0.72
1465,0,1465,57.12,18,71.93,-67.33,-1.64,0.03,-1.26,0.43,0.77,-1.26,0.43,0.77
1466,0,1466,56.52,18,72.43,-67.72,-1.65,0.03,-1.24,0.39,0.82,-1.24,0.39,0.82
1467,0,1467,55.7,18,73.77,-68.11,-1.66,0.03,-1.23,0.37,0.85,-1.23,0.37,0.85
1468,0,1468,54.88,18,75.25,-68.51,-1.67,0.03,-1.27,0.39,0.84,-1.27,0.39,0.84
1469,0,1469,53.77,18,85.13,-78.5,-1.91,0.03,-1.5,0.44,0.89,-1.5,0.44,0.89
1470,0,1470,53.66,18,92.36,-87.36,-2.13,0.03,-1.71,0.48,0.95,-1.71,0.48,0.95
1471,0,1471,53.54,18,91.91,-86.8,-2.12,0.03,-1.73,0.49,0.94,-1.73,0.49,0.94
1472,0,1472,53.57,18,91.47,-86.24,-2.1,0.03,-1.76,0.49,0.94,-1.76,0.49,0.94
1473,0,1473,53.55,18,91.02,-85.69,-2.09,0.03,-1.8,0.5,0.95,-1.8,0.5,0.95
1474,0,1474,53.27,18,94.52,-88.76,-2.16,0.03,-1.93,0.54,0.95,-1.93,0.54,0.95
1475,0,1475,52.97,18,99.37,-94.1,-2.29,0.03,-2.06,0.56,0.97,-2.06,0.56,0.97
1476,0,1476,52.68,18,92.96,-88.89,-2.17,0.03,-2.0,0.56,0.94,-2.0,0.56,0.94
1477,0,1477,52.39,18,86.56,-82.49,-2.01,0.03,-1.91,0.55,0.91,-1.91,0.55,0.91
1478,0,1478,52.1,18,84.69,-76.09,-1.86,0.03,-1.82,0.54,0.88,-1.82,0.54,0.88
1479,0,1479,51.8,18,84.94,-68.44,-1.67,0.03,-1.69,0.52,0.86,-1.69,0.52,0.86
1480,0,1480,51.51,18,85.19,-56.53,-1.38,0.03,-1.47,0.46,0.85,-1.47,0.46,0.85
1481,0,1481,51.2,18,85.44,-44.62,-1.09,0.03,-1.24,0.38,0.85,-1.24,0.38,0.85
1482,0,1482,50.89,18,81.9,-44.25,-1.08,0.03,-1.22,0.39,0.81,-1.22,0.39,0.81
1483,0,1483,50.58,18,76.2,-41.99,-1.02,0.03,-1.14,0.4,0.74,-1.14,0.4,0.74
1484,0,1484,50.27,18,73.35,-34.39,-0.84,0.03,-0.96,0.36,0.67,-0.96,0.36,0.67
1485,0,1485,49.95,18,70.5,-25.85,-0.63,0.03,-0.73,0.28,0.61,-0.73,0.28,0.61
1486,0,1486,49.46,18,71.74,-29.34,-0.72,0.03,-0.59,0.21,0.61,-0.59,0.21,0.61
1487,0,1487,48.97,18,74.3,-32.84,-0.8,0.03,-0.56,0.18,0.63,-0.56,0.18,0.63
1488,0,1488,48.48,18,74.32,-33.79,-0.82,0.03,-0.61,0.21,0.63,-0.61,0.21,0.63
1489,0,1489,48.04,18,72.77,-33.17,-0.81,0.03,-0.65,0.23,0.62,-0.65,0.23,0.62
1490,0,1490,47.61,18,71.22,-32.54,-0.79,0.03,-0.68,0.25,0.62,-0.68,0.25,0.62
1491,0,1491,47.44,18,70.69,-31.91,-0.78,0.03,-0.72,0.27,0.62,-0.72,0.27,0.62
1492,0,1492,47.56,18,72.46,-30.95,-0.75,0.03,-0.75,0.29,0.63,-0.75,0.29,0.63
1493,0,1493,47.69,18,74.24,-29.74,-0.73,0.03,-0.78,0.29,0.64,-0.78,0.29,0.64
1494,0,1494,48.07,18,76.02,-28.53,-0.7,0.03,-0.8,0.3,0.65,-0.8,0.3,0.65
1495,0,1495,48.07,18,77.79,-28.41,-0.69,0.03,-0.84,0.31,0.66,-0.84,0.31,0.66
1496,0,1496,48.05,18,79.56,-35.5,-0.87,0.03,-0.97,0.37,0.67,-0.97,0.37,0.67
1497,0,1497,47.88,18,82.33,-36.61,-0.89,0.03,-1.03,0.38,0.7,-1.03,0.38,0.7
1498,0,1498,47.76,18,89.4,-29.68,-0.72,0.03,-1.06,0.36,0.75,-1.06,0.36,0.75
1499,0,1499,47.88,18,90.74,-22.75,-0.55,0.03,-1.0,0.34,0.74,-1.0,0.34,0.74
1500,0,1500,48.08,18,94.65,-15.81,-0.39,0.03,-0.94,0.3,0.76,-0.94,0.3,0.76
1525,0,1525,49.89,18,123.76,-0.22,-0.01,0.03,-0.99,0.16,1.2,-0.99,0.16,1.2
1526,0,1526,49.62,18,126.86,-0.14,0.0,0.03,-1.06,0.17,1.24,-1.06,0.17,1.24
1527,0,1527,49.35,18,129.96,-0.05,0.0,0.03,-1.12,0.18,1.28,-1.12,0.18,1.28
1528,0,1528,49.08,18,133.07,-4.01,-0.1,0.03,-1.24,0.21,1.29,-1.24,0.21,1.29
1529,0,1529,48.81,18,134.31,-1.91,-0.05,0.03,-1.24,0.21,1.29,-1.24,0.21,1.29
1530,0,1530,48.54,18,137.42,2.83,0.07,0.03,-1.19,0.19,1.29,-1.19,0.19,1.29
1531,0,1531,48.3,18,140.54,7.58,0.18,0.03,-1.14,0.18,1.3,-1.14,0.18,1.3
1532,0,1532,48.06,18,143.67,12.32,0.3,0.03,-1.09,0.16,1.33,-1.09,0.16,1.33
1533,0,1533,47.83,18,146.8,17.06,0.42,0.03,-1.02,0.14,1.36,-1.02,0.14,1.36
1534,0,1534,47.6,18,145.2,21.77,0.53,0.03,-0.88,0.1,1.38,-0.88,0.1,1.38
1535,0,1535,47.37,18,138.51,22.06,0.54,0.03,-0.75,0.08,1.33,-0.75,0.08,1.33
1536,0,1536,47.13,18,131.83,22.18,0.54,0.03,-0.63,0.06,1.29,-0.63,0.06,1.29
1537,0,1537,46.9,18,125.15,22.3,0.54,0.03,-0.5,0.04,1.25,-0.5,0.04,1.25
1538,0,1538,46.79,18,118.45,22.42,0.55,0.03,-0.4,0.03,1.18,-0.4,0.03,1.18
1539,0,1539,46.76,18,111.75,15.57,0.38,0.03,-0.45,0.05,1.07,-0.45,0.05,1.07
1540,0,1540,46.73,18,105.05,7.51,0.18,0.03,-0.52,0.08,0.97,-0.52,0.08,0.97
1541,0,1541,46.74,18,98.35,3.19,0.08,0.03,-0.53,0.09,0.89,-0.53,0.09,0.89
1542,0,1542,46.78,18,91.64,2.93,0.07,0.03,-0.46,0.08,0.82,-0.46,0.08,0.82
1543,0,1543,46.81,18,84.93,2.67,0.07,0.03,-0.38,0.06,0.77,-0.38,0.06,0.77
1544,0,1544,46.85,18,80.44,2.41,0.06,0.03,-0.28,0.04,0.73,-0.28,0.04,0.73
1545,0,1545,46.89,18,79.0,2.15,0.05,0.03,-0.19,0.02,0.69,-0.19,0.02,0.69
1546,0,1546,46.92,18,77.56,2.31,0.06,0.03,-0.08,0.0,0.66,-0.08,0.0,0.66
1547,0,1547,46.96,18,76.12,2.78,0.07,0.03,0.03,0.0,0.63,0.03,0.0,0.63
1548,0,1548,46.99,18,74.68,3.26,0.08,0.03,0.11,0.01,0.62,0.11,0.01,0.62
